cod_entidad;entidad;cod_tipo_gasto;tipo_gasto;cod_grupo_gasto;grupo_gasto;cod_subgrupo_gasto;subgrupo_gasto;cod_renglon;renglon;asignado;vigente;devengado
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;251;CUEROS Y PIELES;0;1500;11968
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;279;OTROS PRODUCTOS DE MINERALES NO METALICOS;0;6500;6450
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;285;MATERIALES Y EQUIPOS DIVERSOS;1610000;655591;97620
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;416;BECAS DE ESTUDIO EN EL INTERIOR;500000;0;0
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;156;ARRENDAMIENTO DE OTRAS MAQUINAS Y EQUIPO;0;41900;41900
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;163;MANTENIMIENTO Y REPARACION DE EQUIPO MEDICO, SANITARIO Y DE LABORATORIO;5000;0;0
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;182;SERVICIOS MEDICO-SANITARIOS;42000;74000;65000
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;183;SERVICIOS JURIDICOS;204000;38400;32000
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;184;SERVICIOS ECONOMICOS, FINANCIEROS, CONTABLES Y DE AUDITORIA;144000;0;0
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;189;OTROS ESTUDIOS Y/O SERVICIOS;480000;708309;218000
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;900;ASIGNACIONES GLOBALES;910;GASTOS IMPREVISTOS;913;SENTENCIAS JUDICIALES;0;1048405;422504.97
11130003;PRESIDENCIA DE LA REPUBLICA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;197;SERVICIOS DE VIGILANCIA;0;96000;67654.54
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;11;PERSONAL PERMANENTE;27021856;27234266;22170689.77
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;12;COMPLEMENTO PERSONAL AL SALARIO DEL PERSONAL PERMANENTE;14833452;18642178;14982140.11
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;13;COMPLEMENTO POR ANTIGUEDAD AL PERSONAL PERMANENTE;139620;181871;121436.28
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;14;COMPLEMENTO POR CALIDAD PROFESIONAL AL PERSONAL PERMANENTE;455626;697989;514011.88
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;15;COMPLEMENTOS ESPECIFICOS AL PERSONAL PERMANENTE;17862810;21980281;17722135.73
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;22;PERSONAL POR CONTRATO;0;282000;120720.43
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;26;COMPLEMENTO POR CALIDAD PROFESIONAL AL PERSONAL TEMPORAL;0;3000;725
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;27;COMPLEMENTOS ESPECIFICOS AL PERSONAL TEMPORAL;0;4500;1305.91
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;29;OTRAS REMUNERACIONES DE PERSONAL TEMPORAL;7134000;9014000;7099839.95
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;40;SERVICIOS EXTRAORDINARIOS;41;SERVICIOS EXTRAORDINARIOS DE PERSONAL PERMANENTE;1147200;1283687;474356.74
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;60;DIETAS Y GASTOS DE REPRESENTACION;63;GASTOS DE REPRESENTACION EN EL INTERIOR;921600;1730499;1401701.28
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;71;AGUINALDO;5983864;7183890;3051773.85
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;72;BONIFICACION ANUAL (BONO 14);5988568;6646127;6302202.04
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;73;BONO VACACIONAL;170600;179492;1332
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;113;TELEFONIA;7913420;5636720;3128802.64
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;114;CORREOS Y TELEGRAFOS;3645725;11659010;3969624.25
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;120;DIVULGACION, IMPRESION Y ENCUADERNACION;121;DIVULGACION E INFORMACION;31186;48686;6150.6
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;120;DIVULGACION, IMPRESION Y ENCUADERNACION;122;IMPRESION, ENCUADERNACION Y REPRODUCCION;635077;645397;291797.98
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;131;VIATICOS EN EL EXTERIOR;7261588;5316607;612971.58
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;132;VIATICOS DE REPRESENTACION EN EL EXTERIOR;1000000;585000;97598.4
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;133;VIATICOS EN EL INTERIOR;553000;243000;52992.15
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;136;RECONOCIMIENTO DE GASTOS;150000;408697;269555.46
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;140;TRANSPORTE Y ALMACENAJE;141;TRANSPORTE DE PERSONAS;11218722;7974208;3679613.68
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;158;DERECHOS DE BIENES INTANGIBLES;1637167;1550586;1169515.19
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;189;OTROS ESTUDIOS Y/O SERVICIOS;359325;2800437;830555.88
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;195;IMPUESTOS, DERECHOS Y TASAS;950131;1235415;910963.57
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;196;SERVICIOS DE ATENCION Y PROTOCOLO;8725159;3020408;337312.54
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;199;OTROS SERVICIOS;129553157;97722053;63192491.72
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;210;ALIMENTOS Y PRODUCTOS AGROPECUARIOS;211;ALIMENTOS PARA PERSONAS;4481927;3197949;1063885.05
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;210;ALIMENTOS Y PRODUCTOS AGROPECUARIOS;214;PRODUCTOS AGROFORESTALES, MADERA, CORCHO Y SUS MANUFACTURAS;27952;27960;11216.99
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;233;PRENDAS DE VESTIR;98692;44866;24419.74
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;241;PAPEL DE ESCRITORIO;774151;549401;204175.19
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;244;PRODUCTOS DE ARTES GRAFICAS;181700;182002;55844.04
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;245;LIBROS, REVISTAS Y PERIODICOS;119265;135945;128266.88
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;252;ARTICULOS DE CUERO;1600;9395;2268.23
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;268;PRODUCTOS PLASTICOS, NYLON, VINIL Y P.V.C.;295367;569061;434720.45
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;291;UTILES DE OFICINA;544836;489202;128248.98
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;295;UTILES MENORES, SUMINISTROS E INSTRUMENTAL MEDICO-QUIRURGICOS, DE LABORATORIO Y CUIDADO DE LA SALUD;4236;516925;373711.82
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;297;MATERIALES, PRODUCTOS Y ACCS. ELECTRICOS, CABLEADO ESTRUCTURADO DE REDES INFORMATICAS Y TELEFONICAS;390905;160724;63257.94
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;298;ACCESORIOS Y REPUESTOS EN GENERAL;1370958;828114;233757.55
11130004;MINISTERIO DE RELACIONES EXTERIORES;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;322;MOBILIARIO Y EQUIPO DE OFICINA;547181;612396;164149.59
11130004;MINISTERIO DE RELACIONES EXTERIORES;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;328;EQUIPO DE COMPUTO;1494512;3527678;301129.8
11130004;MINISTERIO DE RELACIONES EXTERIORES;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;329;OTRAS MAQUINARIAS Y EQUIPOS;239638;673740;139881.42
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;247;ESPECIES TIMBRADAS Y VALORES;7675;7775;24.23
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;284;ESTRUCTURAS METALICAS ACABADAS;60010;29481;17455.26
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;293;UTILES EDUCACIONALES Y CULTURALES;6154;14327;8676.19
11130004;MINISTERIO DE RELACIONES EXTERIORES;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;324;EQUIPO EDUCACIONAL, CULTURAL Y RECREATIVO;78501;288312;15552.64
11130004;MINISTERIO DE RELACIONES EXTERIORES;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;326;EQUIPO PARA COMUNICACIONES;723779;685850;120525.54
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;116;SERVICIOS DE LAVANDERIA;128200;62197;31389.76
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;239;OTROS TEXTILES Y VESTUARIO;79313;114173;30018.84
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;289;OTROS PRODUCTOS METALICOS;38110;50977;25699.86
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;294;UTILES DEPORTIVOS Y RECREATIVOS;23747;41347;11345.25
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;296;UTILES DE COCINA Y COMEDOR;21030;24654;3092.33
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;299;OTROS MATERIALES Y SUMINISTROS;34514;191643;50213.54
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;111;ENERGIA ELECTRICA;5445408;4729858;2489562.72
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;112;AGUA;2037984;1030684;360707.37
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;115;EXTRACCION DE BASURA Y DESTRUCCION DE DESECHOS SOLIDOS;125975;154725;99271.03
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;140;TRANSPORTE Y ALMACENAJE;143;ALMACENAJE;30419;15419;2440.86
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;153;ARRENDAMIENTO DE MAQUINAS Y EQUIPOS DE OFICINA;6313622;2986142;1218838.79
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;165;MANTENIMIENTO Y REPARACION DE MEDIOS DE TRANSPORTE;1126256;876128;424100.33
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;166;MANTENIMIENTO Y REPARACION DE EQUIPO PARA COMUNICACIONES;91180;113980;40907.9
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;168;MANTENIMIENTO Y REPARACION DE EQUIPO DE COMPUTO;415378;819036;165437
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;169;MANTENIMIENTO Y REPARACION DE OTRAS MAQUINARIAS Y EQUIPOS;170979;155771;125226.24
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;170;MANTENIMIENTO Y REPARACION DE OBRAS E INSTALACIONES;171;MANTENIMIENTO Y REPARACION DE EDIFICIOS;4691073;2821135;874340.23
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;170;MANTENIMIENTO Y REPARACION DE OBRAS E INSTALACIONES;174;MANTENIMIENTO Y REPARACION DE INSTALACIONES;962038;838038;407286.48
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;185;SERVICIOS DE CAPACITACION;66795;20029;4740.54
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;191;PRIMAS Y GASTOS DE SEGUROS Y FIANZAS;4747547;14158191;10520796.56
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;194;GASTOS BANCARIOS, COMISIONES Y OTROS GASTOS;2212493;2053493;1154557.62
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;197;SERVICIOS DE VIGILANCIA;3859777;5156527;3367359.64
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;210;ALIMENTOS Y PRODUCTOS AGROPECUARIOS;219;OTROS ALIMENTOS, PRODUCTOS AGROFORESTALES Y AGROPECUARIOS;1546;1615;69
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;220;MINERALES;223;PIEDRA, ARCILLA Y ARENA;1512450;277196;90760
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;220;MINERALES;224;POMEZ, CAL Y YESO;14500;4500;0
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;231;HILADOS Y TELAS;1480;1970;422.87
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;232;ACABADOS TEXTILES;110595;62646;14356.06
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;242;PAPELES COMERCIALES, CARTULINAS, CARTONES Y OTROS;20420;21320;2344.87
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;243;PRODUCTOS DE PAPEL O CARTON;796154;642757;291439.13
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;253;LLANTAS Y NEUMATICOS;242407;234906;153953.73
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;254;ARTICULOS DE CAUCHO;25771;35498;13309.11
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;261;ELEMENTOS Y COMPUESTOS QUIMICOS;151143;233091;143521.96
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;262;COMBUSTIBLES Y LUBRICANTES;3081906;1758788;684760.39
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;264;INSECTICIDAS, FUMIGANTES Y SIMILARES;25903;30103;7893.24
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;266;PRODUCTOS MEDICINALES Y FARMACEUTICOS;25082;32205;9436.78
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;267;TINTES, PINTURAS Y COLORANTES;2084540;2210347;528830.15
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;269;OTROS PRODUCTOS QUIMICOS Y CONEXOS;37240;54240;9974.91
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;271;PRODUCTOS DE ARCILLA;20875;5875;296.1
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;272;PRODUCTOS DE VIDRIO;14032;14032;5892.75
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;273;PRODUCTOS DE LOZA Y PORCELANA;12350;4062;1718.74
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;274;CEMENTO;26445;27845;17604.73
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;275;PRODUCTOS DE CEMENTO, POMEZ, ASBESTO Y YESO;23250;23250;5212.5
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;281;PRODUCTOS SIDERURGICOS;44729;44812;39120.89
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;282;PRODUCTOS METALURGICOS NO FERRICOS;8200;10954;8704
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;283;PRODUCTOS DE METAL Y SUS ALEACIONES;166479;23510;11596.35
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;286;HERRAMIENTAS MENORES;19997;26871;17161.22
11130004;MINISTERIO DE RELACIONES EXTERIORES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;292;PRODUCTOS SANITARIOS, DE LIMPIEZA Y DE USO PERSONAL;287549;388908;225484.24
